created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,sentiment
Sun Aug 03 08:22:14 +0000 2025,0,@ubysusu Wkwkwkwk konoha doang sama bendera one piece aw ketar ketir,in,0,0,0,Netral
Sun Aug 03 08:22:04 +0000 2025,0,Jujur soal bendera one piece ini ngaps bgt.,in,0,1,0,Netral
Sun Aug 03 08:21:04 +0000 2025,0,@abuawlad0621 @wkurniawan609 @Kanseulir Menurut analisis saya gambar itu dihasilkan AI. Tren bendera One Piece di Indonesia nyata tapi foto spesifik ini tidak ditemukan di sumber berita resmi kemungkinan dibuat untuk ilustrasi humor.,in,0,0,0,Positif
Sun Aug 03 08:20:45 +0000 2025,0,@Shi_noBee @achehsultanate Setelah verifikasi gambar ini memang tampak seperti hasil AI atau editan karena tulisan di seragam polisi buram dan tidak ada laporan resmi tentang insiden spesifik ini. Tren pengibaran bendera One Piece nyata tapi foto ini hoax. Sumber: Tempo Kompas dll.,in,0,1,0,Netral
Sun Aug 03 08:20:01 +0000 2025,0,Diskursus soal bendera one piece bagi gue soal masalah timing sih. Kalau dikibarin abis 17an kayaknya gak masalah sih. Cuma terkesan provokatif aja kalau di bulan ini. Terlepas pemerintah kita kayak gitu rasanya terkesan menghina negara alih-alih pemerintah.,in,0,1,0,Netral
Sun Aug 03 08:19:09 +0000 2025,0,katanya negara besar sama bendera one piece aja takoooott,in,0,0,0,Netral
Sun Aug 03 08:16:17 +0000 2025,0,@txtdrimedia Inget gak dicerita One Piece yg takut sama bendera Strawhat pirates adalah Marine World Government dan Tenryubito. Marine= TNI/Polri World Government= Pemerintah Tenryubito = You Know Who Pasti pokoknya harus diserang dihabisi. Kok disini sama juga ya ternyata?,in,0,0,0,Netral
Sun Aug 03 08:15:47 +0000 2025,0,komentar para elit atas pengibaran bendera anime one piece adalah salah satu contohnya. kriteria kebenaran yang diajukan adalah kewajiban untuk mengingat jasa para pahlawan--dan tentu saja tidak ada yang salah dengan ini.,in,0,1,0,Netral
Sun Aug 03 08:14:38 +0000 2025,1,@achehsultanate Bikin apes tuh bendera..lah yg jelas2 pake kemeja bendera ' one piece' biasa aj tuuh...oooh dia wapres...pantesan ngga ada yg berani di piting pengawalnya luh....,in,0,0,0,Netral
Sun Aug 03 08:12:50 +0000 2025,0,@contolizm @txtdrimedia Itukan bukan bendera dan beliau ga pernah nuker bendera merah putih ama one Piece,in,0,0,0,Netral
Sun Aug 03 08:12:32 +0000 2025,1,@JohnAarivEd @meowchhii @kompascom gua paling tunggu dia videokan gau kau liat bendera one piece depan rumah dia pasti lu bakal asing dgn bentuk rumah dia soalnya dia si meowchhii ni orang malaydogsialan yg menyamar jadi indo,in,0,0,0,Netral
Sun Aug 03 08:10:20 +0000 2025,0,@ARSIPAJA Ngurus masalah bendera one piece.mesti kayak gak ada kerjaan aja pemerintah @prabowo!,in,0,0,0,Netral
Sun Aug 03 08:08:46 +0000 2025,0,@ARSIPAJA Diskusiin apa? Bendera One Piece?,in,0,0,0,Netral
Sun Aug 03 08:08:37 +0000 2025,0,Pemerintah kok malah ngurus bendera one piece.mesti nya pemerintah ngurus masalah banyak nya orang yang sulit mendapat pekerjaan masalah korupsi&amp;lain-lain.#NegaraZoroKehilanganArah #BenderaOnePieceDuluBaruRakyat #LuffyLebihVisioner,in,0,0,0,Netral
Sun Aug 03 08:05:01 +0000 2025,0,papa ku tadi bilang gini disini gada yg pake bendera one piece ditiktok viral pake bendera one piece kata gua mau di check out sekarang apa gimana??? mau sebandung raya kita one piecekan???,in,0,0,0,Netral
Sun Aug 03 08:00:10 +0000 2025,0,@naleraja Ya bendera Jolly Roger melambangkan bajak laut yang menentang Pemerintah Dunia termasuk Gorosei sebagai ancaman bagi otoritas mereka di One Piece. Berdasarkan teori fans Indonesia Gorosei mewakili elit politik seperti Jokowi (sebagai Imu) Prabowo dan figur seperti Luhut,in,1,1,0,Netral
Sun Aug 03 07:57:48 +0000 2025,0,@Grok apakah bendera Jolly Roger juga ancaman bagi Gorosei? Siapakah tokoh politik di Indonesia yang terwakili oleh tokoh Gorosei dalam One Piece?,in,0,1,0,Netral
Sun Aug 03 07:57:43 +0000 2025,1,Pemerintah melalui Menko Polhukam Budi Gunawan menyatakan pengibaran bendera One Piece tidak dilarang asalkan sesuai hukum. Namun tindakan yang mencederai bendera Merah Putih akan ditindak tegas.,in,0,1,0,Netral
Sun Aug 03 07:57:42 +0000 2025,0,Fenomena ini menjadi sorotan setelah bendera One Piece terlihat berkibar di konser Baskara Putra. Sang musisi bahkan mengabadikan momen ini di X yang segera viral dan disukai puluhan ribu netizen.,in,0,1,0,Positif
Sun Aug 03 07:56:11 +0000 2025,0,@ARSIPAJA Timbang bendera one piece doang smpe segitunya ,in,0,0,0,Netral
Sun Aug 03 07:55:58 +0000 2025,0,@todayanimenews Aku membayangkan.... Jika 250 jt rakyat Indonesia 50% masyarakat.. Mengibarkan bendera One Piece.. Akankah Menko Polkam brani menindak 125jt rakyat Indonesia..? Rakyat adalah Tuan kalian (para pejabat) Jika Tuan kalian protes dg kinerja kalian apakah itu salah?,in,0,1,0,Netral
Sun Aug 03 07:54:29 +0000 2025,1,tadi sepanjang jalan depok-nangor udah ada beberapa bendera indonesia dikibarkan tetapi bendera one piece juga tidak kalah banyaknya berkibar di truk muatan besar maupun kecil,in,0,0,0,Netral
Sun Aug 03 07:54:25 +0000 2025,0,@txtdrimedia bendera one piece lebih meresahkan ketimbang judol preman dan aksi kejahatan lainnya mantap makasih loh buat voter 02 sama kaum golput kalian ikut andil dengan semua ini,in,0,0,0,Netral
Sun Aug 03 07:53:21 +0000 2025,0,Mereka yang mengibarkan bendera one piece dan bukan merah putih bukanlah tidak cinta negeri ini. Sebaliknya mereka amat cinta negeri ini dan merasa bahwa merah putih yang kibarnya diperjuangkan oleh para pahlawan dengan darah tidak layak berkibar saat kemerdakaan terasa semu ,in,0,0,0,Netral
Sun Aug 03 07:52:49 +0000 2025,2, Iya itu One Piece. Kata saya bendera apa itu saya bingung kan. Iya malah takut saya entar ha-ha-ha... ungkapnya. ⁣↪Sumber: Detiknews,in,0,0,0,Netral
Sun Aug 03 07:50:12 +0000 2025,0,@txtdrimedia tangkep noh kang narkoba ama koruptpr bukan yg ngibarin bendera one piece gblk,in,0,0,0,Netral
Sun Aug 03 07:50:04 +0000 2025,0,kalo di larang ngibarin bendara one piece kibarin bendera rasta aja,in,0,0,0,Netral
Sun Aug 03 07:49:51 +0000 2025,0,@Fahrihamzah Bendera one piece ga boleh Palestine ampe dibikin syal dasar KAUM ANJINK...!!!!,in,0,0,0,Netral
Sun Aug 03 07:48:56 +0000 2025,0,Disama2in nya sama Konoha tpi takut sama bendera One Piece!! Aneh!!,in,0,0,0,Netral
Sun Aug 03 07:47:13 +0000 2025,0,Akun-Akun LN banyak yang mengomentari tentang bendera One Piece ... ,in,0,0,0,Netral
Sun Aug 03 07:46:54 +0000 2025,0,@VDSyst3msX Negeri +62 kalau kriminal biasa tunggu viral atau panggil damkar lalu problem solved. Tapi kalau bendera one piece dikibarkan diatas Indonesia langsung Ngamuk kayak moskat.... Kan NGNTT,in,0,0,0,Netral
Sun Aug 03 07:46:40 +0000 2025,0,@Npcrealone @Irtus_Laso @txtdrimedia Npcrealone Kebodohan di post itu: 1) Samakan bendera anime fiksi dengan simbol ekstremis seperti PKI/HTI padahal One Piece cuma hiburan. 2) Gunakan bahasa provokatif yang bisa picu kebencian tanpa dasar. 3) Abaikan konteks: ini soal perayaan HUT RI bukan ancaman nyata. Itu,in,0,0,0,Netral
Sun Aug 03 07:42:24 +0000 2025,0,@7Leg_Piece Wah yg buat bendera One Piece laris manis Rejeki nya akeh Semoga semua mahluk berbahagia,in,0,0,0,Netral
Sun Aug 03 06:58:56 +0000 2025,1, YANG PEMERINTAH TAKUTKAN BUKAN BENDERA ONE PIECE TAPI KESADARAN RAKYAT YANG PELAN-PELAN BANGKIT SALAM SATU SUARA ..... ONE PIECE ‍️‍️‍️‍️‍️‍️‍️‍️‍️‍️‍️‍️,in,0,0,1,Netral
Sun Aug 03 06:58:53 +0000 2025,367,lu sadar ngga kalo TNI ga ada masalah sama bendera one piece tapi polisi kepasanan ,in,6,14,49,Netral
Sun Aug 03 06:58:35 +0000 2025,0,Perkara second acc sama bendera one piece ampe diseriusin emang harusnya bubar aja ni negara ngaco,in,0,0,0,Netral
Sun Aug 03 06:58:17 +0000 2025,0,dari pagi mamah consuming berita politik udah 2x bilang nah ngibarinnya bendera one piece ayeuna mah ,in,0,0,0,Netral
Sun Aug 03 06:57:55 +0000 2025,0,kok di depan rumahmu blm ada bendera one piece nya sih,in,0,0,0,Netral
Sun Aug 03 06:56:02 +0000 2025,0,Para boomer yg menjabat sudah berlebihan menanggapi bendera one piece... Milenial dan Gen Z nya koq diem aja di kursi empuk?,in,0,0,0,Netral
Sun Aug 03 06:54:02 +0000 2025,0,@akucintakamv @kompascom Tidak Budi Gunawan adalah Menko Polkam Indonesia yang nyata bukan Tenryuubito fiksi dari One Piece! Peringatannya berdasarkan UU No. 24/2009 untuk hormati Bendera Merah Putih. Jangan kibarkan bendera lain sembarangan jelang 17 Agustus ya! ,in,0,0,0,Netral
Sun Aug 03 06:52:49 +0000 2025,1,@itsmeeeeeam Nanti masuk penjara ditanya napi lain knp bisa masuk karena ngibarin bendera one piece ,in,0,1,0,Netral
Sun Aug 03 06:51:10 +0000 2025,0,@BasmanCobra @AnwarMx9 @achehsultanate dengan konteks pula pengibaran bendera non-merah putih bukan rangka pencideraan simbol negara pun bendera one piece itu gerakan kritik keadaan negara yang darurat karena kepemerintahanannya PEMERINTAH BUKAN SIMBOL NEGARA ,in,0,0,0,Netral
Sun Aug 03 06:50:16 +0000 2025,0,@akucintakamv @kompascom Peringatan diberikan oleh pemerintah Indonesia melalui Menteri Koordinator Bidang Politik dan Keamanan Budi Gunawan berdasarkan UU No. 24 Tahun 2009 untuk hormati Bendera Merah Putih. Bukan Tenryuubito mereka cuma di One Piece! Jangan kibarkan sembarangan jelang 17 Agustus.,in,0,1,0,Netral
Sun Aug 03 06:48:53 +0000 2025,0,apa yah hadiahnya mereka keknya udh ada semuanya deh. jubah levi udh ada topi luffy udh bendera one piece udh.,in,0,0,0,Netral
Sun Aug 03 06:48:16 +0000 2025,0,@AryaNovrianus Lah kan pemerintah sendiri yg ngancurin diri sendiri kok nyalahin bendera one piece ‍,in,0,0,0,Netral
Sun Aug 03 06:47:20 +0000 2025,0,@txtdrimedia dari banyaknya kasus kriminalitas begal pencurian yg di tanganin bendera one piece wkwk emang dongo apa gimana dah,in,0,0,0,Netral
Sun Aug 03 06:45:19 +0000 2025,0,masih ramai kah bendera one piece,in,0,0,0,Netral
Sun Aug 03 06:44:29 +0000 2025,0,@PaulusWijaya007 @yuliya86990 @note_027 @kompascom Partai bagian dari politik &amp; negara. Ikut serta dalam pemerintahan membentuk negara. Tapi emang ada rumah warga kibarin bendera partai? Kalo One Piece kan fiksi dikibarkan saat 17an ya ga menghargai pahlawan yg udah bikin merdeka. Kalo demo pemerintah sok bawa aja,in,0,0,0,Netral
Sun Aug 03 06:43:09 +0000 2025,2,Kok belum ada yg pasang bendera One Piece di sekitar kosan gue ya?,in,0,1,0,Netral
Sun Aug 03 06:42:26 +0000 2025,1,@alisyarief Ngadi ngadi ni Perundangan mana yang dilanggar Jenderal...? One Piece bukan bendera negara manapun. Didikan Moelyono suka bikin aturan seenaknya....,in,0,0,0,Netral
Sun Aug 03 06:41:04 +0000 2025,0,@DivHumas_Polri Mo nanyak aja nih (salahnya apa ya ngibarin bendera one piece?) bertanya dengan lembut inii,in,0,0,0,Netral
Sun Aug 03 06:40:07 +0000 2025,0,takut bener sama bendera one piece ,in,0,0,0,Netral
Sun Aug 03 06:38:17 +0000 2025,0,@Sean1724501685 @txtdrimedia Bendera one piece lu bilang komunis bendera hti lu bilang separatis.. Tapi bendera Papua lo diem kyk anjing tai babi.,in,0,0,0,Netral
Sun Aug 03 06:36:58 +0000 2025,0,Biarkan aja rakyat mau ngibarin bendera one piece. kan emang dari dulunya nenek moyang kita bajak laut. Jangan denial gitu lah buktinya bisa diliat kok. Dari pucuk sampai akar rumput merata korupsinya. Bajak laut itu oportunis ada peluang dikit sikaat.,in,0,0,0,Netral
Sun Aug 03 06:35:09 +0000 2025,0,takut kok sama bendera one piece. cieee WKWKWKWKWKWK KOCAK ANJIRRRR,in,0,0,0,Netral
Sun Aug 03 06:34:26 +0000 2025,0,Ksian abg2 penjual bendera pasti kbingungan karena byk yg nyari bendera one piece:( karena gatau di medsos yg lg rame/ memicu kontroversi.. sama halnya kaya gw gatau dulu klo artis itu manusia biasa yg bisa aja ke jakpus cempaka putih atau kmn gw kira dlu mereka pny negara sndri,in,0,0,0,Netral
Sun Aug 03 06:32:19 +0000 2025,1,gw gak nyangka hidup bareng huru hara bendera one piece,in,0,0,0,Netral
Sun Aug 03 06:30:05 +0000 2025,0,@fdllahpraditama @ARSIPAJA politisi anaknya pak harto. ga nyeleneh kok lagian kan emg bendera one piece itu ecek ecekk bukan ancaman wkwk,in,0,0,0,Netral
Sun Aug 03 06:29:50 +0000 2025,0,@roo_hmat @txtdrimedia Pengibaran bendera One Piece (Jolly Roger Bajak Laut Topi Jerami) oleh warga Indonesia adalah bentuk protes simbolis terhadap pemerintah terutama menjelang HUT ke-80 RI. Menginspirasi dari tema kebebasan dan perlawanan tirani di anime tapi dianggap provokasi oleh polisi.,in,0,1,0,Netral
Sun Aug 03 06:28:35 +0000 2025,0,@txtdrimedia @grok apa maksudnya warga Indonesia yang mengibarkan bendera one piece?,in,0,1,0,Netral
Sun Aug 03 06:28:35 +0000 2025,1,@AP22584666 @kompascom Bendera One Piece melambangkan perlawanan terhadap ketidakadilan dan kebebasan digunakan masyarakat Indonesia untuk kritik sosial atas isu korupsi serta kurangnya ruang aspirasi. Bahayanya: melanggar UU No. 24/2009 soal simbol negara dianggap mengancam kesatuan nasional.,in,0,0,0,Netral
Sun Aug 03 06:28:17 +0000 2025,0,@txtdrimedia Mulai dulu dgn ganti profil picture medsos dan chat kita dgn bendera one piece. Bentuk geramnya kt sm pemerintah yg anti kritik dan gatau malu lagi.,in,0,0,0,Netral
Sun Aug 03 06:27:32 +0000 2025,0,Ada arahan pusat untuk tidak menyebarkan kampanye hitam pengibaran bendera one piece di bulan Agustus . Hehe ,in,0,1,0,Netral
Sun Aug 03 06:26:00 +0000 2025,0,@watonsuloyo99 @kompascom Kibarin bendera Red Ribbon atau logo Piccolo klo ga boleh one piece.,in,0,0,0,Netral
Sun Aug 03 06:25:13 +0000 2025,0,@sedaryut73015 @gas_gak_oke @mengenalaku @achehsultanate Terima kasih atas pembaruannya! Ya saya memang mengoreksi info awal untuk menghindari misinformasi. Kontroversi bendera One Piece di protes Indonesia benar adanya tapi gambar spesifik itu AI-generated. Mari tetap waspada terhadap hoaks. ,in,0,0,0,Netral
Sun Aug 03 06:24:59 +0000 2025,0,@somexthread pulici : ini apa apan bendera one piece? gw : lah orang gw wibu,in,0,0,0,Netral
Sun Aug 03 06:24:50 +0000 2025,0,Ni one piece jd terkenal bgt perkara bendera. Sampe yg gk paham jejepagan aja tau bendera tengkorang topi jerami ,in,0,1,0,Netral
Sun Aug 03 06:24:18 +0000 2025,0,@jackcfrost Rakyat mengibarkan bendera Merah Putih Pejabat mengibarkan bendera One Piece.,in,0,0,0,Netral
Sun Aug 03 06:23:24 +0000 2025,0,Banyak temen di desa yang apatis terkait iklim kebijakan pemerintah namun kali ini agak kaget temen-temen malah pada buat sendiri bendera jolly roger (one piece) mana ada yang buat besarnya 5 meter lagi ,in,0,0,0,Netral
Sun Aug 03 06:15:39 +0000 2025,0,@txtdrimedia Sama bendera one piece aja takut:(,in,0,0,0,Netral
Sun Aug 03 06:12:37 +0000 2025,0,bjir mamaku mau beli bendera one piece ,in,0,3,0,Netral
Sun Aug 03 06:12:13 +0000 2025,0,Lagi rame ngibarin bendera one piece lu ga ikutan ngibarin bendera kalcer yg satu itu kah? @ghalihyor,in,0,1,0,Netral
Sun Aug 03 06:09:27 +0000 2025,0,Bendera one piece keren juga dah kyknya bagus buat di kamar,in,0,0,0,Netral
Sun Aug 03 06:08:18 +0000 2025,0,negara gila banget takutnya sama bendera one piece anjiiing konyol banget,in,0,0,0,Netral
Sun Aug 03 06:07:48 +0000 2025,0,@txtdrimedia Bendera One Piece itu komik woooiii... emangnya negara terancam dengan negeri fiksi di komik????.... ,in,0,0,0,Netral
Sun Aug 03 06:07:28 +0000 2025,0,@txtdrimedia Kalian pikir masy takut?? Selama hidupnya di tindas dan di peras..giliran bendera one piece aja kalian takut??,in,0,0,0,Netral
Sun Aug 03 06:07:14 +0000 2025,0,@ptrckstrsss Coba lapornya sambil bawa bendera One Piece bang,in,0,0,0,Netral
Sun Aug 03 06:02:41 +0000 2025,0,@tanyakanrl Tukang bendera jualin bendera one piece aja,in,0,0,0,Netral
Sun Aug 03 06:02:10 +0000 2025,1,@sbyfess Yaudah kalau ga boleh bendera one piece pakai bendera mockingjay aja,in,0,0,0,Netral
Sun Aug 03 06:02:08 +0000 2025,3,@WINN_ARTO @aewin86 Tidak ada yg mempermasalahkan selain pejabat boomer aja silahkan kibarkan bendera one piece tetapi jgn lebih tinggi dari merah putih.,in,0,1,0,Netral
Sun Aug 03 06:01:36 +0000 2025,0,@budibukanintel_ @todayanimenews dan buat temen-temen jangan kibarkan bendera one piece lebih tinggi dari bendera indonesia yaa biar gimanapun bendera kita harus yg lebih tinggii,in,0,0,0,Netral
Sun Aug 03 05:59:11 +0000 2025,0,@ChibiReviews @grok bjat gambar gibran wapres memegang bendera bajak laut one piece. Faktanya dia juga memakai logo itu saat debat capres bukan..,in,0,1,0,Netral
Sun Aug 03 05:57:52 +0000 2025,0,@WINN_ARTO @aewin86 Yak betul Pak hal2 bendera One Piece ini hanya sebuah riak2 kecil aja hasil dompleng protes supir truck odol,in,0,1,0,Netral
Sun Aug 03 05:57:21 +0000 2025,0,@txtdrimedia @DivHumas_Polri kenapa ga sekalian wapresmu yang pake kaos one piece atau bendera bendera lain semacam yg di timur itu? TAKUT KENA PANAH YA? PENGECUUUT,in,0,0,0,Netral
Sun Aug 03 05:53:10 +0000 2025,0,Satu sisi pemerintah selalu mendengungkan Indonesia negara besar.. Di sisi lain takut mengahadapi bendera fiktif One Piece..,in,0,0,0,Netral
Sun Aug 03 05:52:49 +0000 2025,0,@Andyfeili00 @txtdrimedia Pas aj sih masang bendera one piece.. krn bendera merah putih terlalu suci di pasang di negara yg penuh maling saat ini.malingnya bhkn para petinggi negara..pelopornya siapa lg klo bukan java king..raja iblis,in,0,0,0,Netral
Sun Aug 03 05:51:41 +0000 2025,0,@txtdrimedia tindak tegas ?? apakah ada UU yg larang kibarkan bendera one piece ,in,0,0,0,Netral
Sun Aug 03 05:51:32 +0000 2025,1,@detikcom Takut dalam hal apa? Takut dagangannya gak laku? Beda konteks sebenarnya. Bendera merah putih kan wajib udah jelas yang bakal beli &amp; lagi pula posisinya harus paling atas atau paling tinggi. Sedangkan bendera one piece ibarat kata cuma buat ngeramein macam umbul².,in,0,0,0,Netral
Sun Aug 03 05:50:22 +0000 2025,0,@wahnyoto0630669 @somexthread Iki paling nek orak termul Yo wong Gerindra....udah lihat ada bendera one piece di atas merah putih?delok engkas jdi komisaris koe,in,0,0,0,Netral
Sun Aug 03 05:49:24 +0000 2025,0,@achehsultanate Baperan anjimmm baru bendera one piece udah di datengin. blum ajaa masyarakat ngibarin bendera palu arit,in,0,0,0,Netral
Sun Aug 03 05:49:08 +0000 2025,0,ada yg nyuruh pasang bendera one piece pas kerja bakti karang taruna,in,0,0,0,Netral
Sun Aug 03 05:48:47 +0000 2025,0,@Heraloebss Bendera merah putih saja belum pada pasang padahal udah tgl 3 Agustus Apalagi one piece Belum terlihat Miss ,in,0,0,0,Netral
Sun Aug 03 05:48:26 +0000 2025,0,A Theread 3 3.Makna Simbolik Menjelang usia 80 tahun kemerdekaan bendera One Piece hadir sebagai metafora: Merah Putih = simbol kemerdekaan bangsa Jolly Roger = simbol perlawanan baru ketika negara melenceng dari cita-cita kemerdekaan Artinya rakyat masih butuh ruang,in,0,0,0,Netral
Sun Aug 03 05:47:11 +0000 2025,0,A Theread 2 2.Masuknya Pop Culture Di tengah kekecewaan pada wajah negara modern generasi muda memakai simbol dari budaya populer salah satunya bendera One Piece untuk menyuarakan perlawanan. Seperti Jolly Roger yang melawan World Government bendera ini dibaca sebagai,in,0,0,0,Netral
Sun Aug 03 05:46:57 +0000 2025,0,@pangeran_troya Tetap kibarkan bendera One Piece,in,0,1,0,Netral
Sun Aug 03 05:46:40 +0000 2025,0,A Theread 1 Isu Bendera One Piece Menjelang 80 Tahun Kemerdekaan 1. Konteks Sejarah Kemerdekaan Indonesia 1945 lahir dari perlawanan terhadap penjajahan. Bendera Merah Putih menjadi simbol kebebasan kala itu. Menjelang 80 tahun merdeka (2025) muncul kegelisahan: apakah,in,0,0,0,Netral
Sun Aug 03 05:46:27 +0000 2025,2,cara dapet bendera one piece gimana nakama,in,0,1,0,Netral
Sun Aug 03 05:44:11 +0000 2025,1,@kompascom Pemerintah sekarang gak peduli sama rakyat kecil sekarang cuman peduli sama orang besar !...rakyat kibar bendera one piece aj mo ditangkap negara macam apa ini ????.....@DPR_RI,in,0,0,0,Netral
Sun Aug 03 05:43:20 +0000 2025,5,@kompascom Udah kalau One Piece ga boleh...cukup kibarkan bendera Merah Putih Setengah Tiang wujud keprihatinan rakyat merdeka tapi di jajah bangsa sendiri yg rakus.,in,0,0,0,Netral
Sun Aug 03 05:40:50 +0000 2025,0,Ama bendera one piece aj takut,in,0,0,0,Netral
Sun Aug 03 05:39:50 +0000 2025,861,Akhir-akhir ini dapet kabar dari linimasa ada kasus soal ancaman lewat WhatsApp yang ngaku dari aparat kepolisian. Kita juga denger ada instruksi buat sweeping bendera One Piece di beberapa daerah. Ada yang sampai diamankan saat kibarin benderanya di acara konser. Kalau ada,in,28,7,322,Positif
Sun Aug 03 05:39:42 +0000 2025,0,@KangManto123 harusnya pemerintah dan semua pemangku kepentingan di Republik ini lebih baik introspeksi diri kenapa fenomena itu terjadi bukan malah melakukan tindakan reaktif atas protes rakyat melalui pengibaran bendera One Piece,in,0,0,0,Positif
Sun Aug 03 05:39:12 +0000 2025,0,Gw kira yang bikin ekonomi sulit itu koruptor ternyata seonggok bendera One Piece tertuduhnya..,in,0,0,0,Netral
