created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,sentiment
Sun Aug 03 04:08:15 +0000 2025,0,@txtdrimedia pake bendera akatsuki aja skg https://t.co/l0qdqwpTY9,in,0,0,0,Netral
Sun Aug 03 04:08:02 +0000 2025,0,Buat apa masang bendera tapi hidup rakyatnya gini-gini aja dan pemerintahnya makin menggila,in,0,0,0,Positif
Sun Aug 03 04:08:01 +0000 2025,0,jd pengen beli bendera wanpis,in,0,0,0,Netral
Sun Aug 03 04:08:01 +0000 2025,0,@Kanseulir Klo bendera israel kan ada undang2nya y ? tdk boleh dikibarkan...Klo bendera itu g boleh jg gt ? Ada undang2nya gt ? ,in,0,0,0,Netral
Sun Aug 03 04:08:00 +0000 2025,0,@ARSIPAJA kok takut sm bendera anime?,in,0,0,0,Positif
Sun Aug 03 04:07:57 +0000 2025,0,@somexthread Kenapa takut sama bendera fiksi?,in,0,0,0,Positif
Sun Aug 03 04:07:55 +0000 2025,0,Abang tukang bendera kaga mau lewat gang saya apa ya. Perasaan kemaren lewat gang sebelah,in,0,0,0,Positif
Sun Aug 03 04:07:43 +0000 2025,0,Kukar Dalam rangka menyambut Hari Ulang Tahun (HUT) Kemerdekaan Republik Indonesia ke-80 Polsek Kota Bangun bersama pemerintah desa dan masyarakat menggelar kegiatan pemasangan 530 bendera Merah Putih secara serentak Jumat (1/8/2025) pagi. https://t.co/EbolrF3DhB,in,0,0,0,Netral
Sun Aug 03 04:07:38 +0000 2025,0,@rosandus Sambil milih bendera mugiwara,in,0,0,0,Netral
Sun Aug 03 04:07:24 +0000 2025,0,@haimanusiabumi @BudiBukanIntel @walikonten @barengwarga @txtdaribogor Takut Ma bendera anime tau kan ujungnya intimidasi n kriminalisasi ketika nanti meluas pasti akan cari kambing hitam,in,0,0,0,Positif
Sun Aug 03 04:07:11 +0000 2025,0,gejolak aki² vintage takut koq sama bendera anime takut mah sama dosa azab karma apalagi dikasih amanat jd pemimpin tp koq demen bangett dzolim sama hajat hidup orang banyak?? prikkk udah bau tanah mah mendingan tobat inget dosa takutnya jd penghuni kerak neraka abadi,in,0,0,0,Positif
Sun Aug 03 04:06:54 +0000 2025,0,Jelang HUT RI Ke-80 Personel Kompi 2 Batalyon B Pelopor Bagikan Bendera Merah Putih Yang Berukuran 10x15 Kepada Pengendara Roda Dua Dan Roda Empat. (3/8/2025). https://t.co/DW0HB4YE1M,in,0,0,0,Netral
Sun Aug 03 04:06:48 +0000 2025,2,Jangan Salahkan Pengibar Bendera Bajak Laut! https://t.co/8CzbEbfENB,in,0,0,0,Positif
Sun Aug 03 04:03:08 +0000 2025,0,@neVerAl0nely__ Kata MENKEU terbaik didunia pajak akan kembali ke rakyat ko ini gak dibangun jembatan dari uang pajak rakyat Indonesia ? Oh iya terus @DPR_RI nya sibuk bahas bendera one piece ya klo urusan jembatan pura2 tutup mata dan telinga. https://t.co/ciERSGjxdA,in,0,0,0,Positif
Sun Aug 03 04:03:04 +0000 2025,0,@kompascom Masyarakat dilarang kibarkan Bendera One Piece. Tetapi para Badjingan di belakang mengibarkan Korupsi Anggaran Rakyat disuruh Bayar Pajak Paling Benar Kim Jong Un jadi Presiden Indonesia. Buat Kirim Satu (1) Nuklir ke Gedung Tikus https://t.co/p6yHNloqT5,in,0,0,0,Positif
Sun Aug 03 04:02:55 +0000 2025,0,Bendera merah putih adalah simbol cinta tanah air dan penghormatan terhadap jasa para pahlawan yang telah berjuang melawan penjajah demi kemerdekaan Indonesia https://t.co/ozzJ5srLMp,in,0,0,0,Negatif
Sun Aug 03 04:02:52 +0000 2025,0,Kemeriahan sederhana menjelang HUT RI ke 80 di pojok desa.Event untuk berikan kenangan kecil bagi adik2 usia TK dan SD agar disimpan smpe masa yg akan dtg dgn suguhan pohung yg akan dibakar/direbus. Saat bersamaan hiruk pikuk dunia maya dgn bendera One Piece. Salam pohung bakar https://t.co/oHvFd3LqYm,in,0,0,0,Negatif
Sun Aug 03 04:02:52 +0000 2025,0,Ayo kibarkan bendera merah putih https://t.co/dF2qF3XlrU,in,0,0,0,Netral
Sun Aug 03 04:02:50 +0000 2025,0,Viral! Jelang HUT RI Pemkab Bogor Disebut Gencar Bagikan Bendera Merah Putih untuk Cegah Maraknya Kibaran One Piece #Viral #HUTRI #PemkabBogor #Bogor #Bendera #MerahPutih #OnePiece #UangKartal https://t.co/Zcm4Sp5VBG,in,0,0,0,Netral
Sun Aug 03 04:02:43 +0000 2025,0,Karna pemerintahnya ga ngotak. Pemerintah mau kita ikutin mereka tp mereka mendengarkan rakyat aja enggak mau. Kenala kalian takut banget sih sama bendera dr anime? Salah ya kalian? Please deh jangan kolot jd pemerintah jangan mau di dengar rakyat trs tp dengar jg rakyatnya.,in,0,0,0,Positif
Sun Aug 03 04:02:42 +0000 2025,0,Padahal kita masih menghormati bendera merah putih orng yg mengibarkan bendera one piece juga pada tau ga blh ngibarin lbh tinggi dr pada bendera merah putih mereka tau bendera itu sakral dan memang sudah ada aturannya. Wajar kita sebagai rakyat berontak -,in,0,1,0,Positif
Sun Aug 03 04:02:28 +0000 2025,0,SAMA BENDERA TAKUT SAMA ALLAH GAK TAKUT BAHKAN SERING DIPERMAINKAN. DASAR KONTOL,in,0,0,0,Positif
Sun Aug 03 04:02:17 +0000 2025,0,Di sekolahin lama lama malah ngibarin bendera one piece selain gaada nasionalisme.. Masukkin rsj aja pak aneh aneh..,in,0,0,0,Positif
Sun Aug 03 04:01:47 +0000 2025,0,Dan yang mengibarkan bendera one piece itu sedeng si aneh aneh aja.. Indonesia sedang baik baik saja coba bandingin dengan negara lain yang geopolitiknya lagi kacau khususnya yang baru berperang di kawasan asia u know lah.. Makanya kalau mau aksi jangan sembarangan,in,0,0,0,Positif
Sun Aug 03 04:01:30 +0000 2025,0,eh tapi gua udah di tahap mau co bendera ini wkwkwk,in,0,1,0,Netral
Sun Aug 03 04:01:23 +0000 2025,0,orng' pada masang bendera one piece gw sebagai villains pngen bngt masang bendera byuma(g punya jga sihh) hhuuu,in,0,0,0,Positif
Sun Aug 03 04:01:04 +0000 2025,0,Sialan kita berada dijaman dimana wibu dianggap seperti PKI gara2 bendera one piece https://t.co/RCOHwtFEyz,in,0,0,0,Positif
Sun Aug 03 04:01:02 +0000 2025,0,@sedaryut73015 @goo_miko @achehsultanate Terima kasih telah menyoroti koreksi saya. Gambar itu memang buatan AI tapi tren bendera One Piece sebagai simbol protes di Indonesia nyata seperti dilaporkan Antara News dan Telegraph India. Tetap waspada terhadap hoaks!,in,0,0,0,Netral
Sun Aug 03 04:00:50 +0000 2025,0,Instrospeksi lah. Kenapa terjadi ada bendera bajak laut. Itu bentuk kekecewaan dan ingin perbaikan. Bukanlah kejahatan ada karena kemiskinan? Beda kasus bagi korupsi seperti minum air laut,in,0,0,0,Positif
Sun Aug 03 04:00:39 +0000 2025,2,Mau bikin bendera hoseok deh as penduduk hope world nation ini perlu mengibarkan bendera hoseok,in,0,0,0,Netral
Sun Aug 03 04:00:38 +0000 2025,0,Mending ngibarkeun bendera persib,in,0,0,0,Netral
Sun Aug 03 04:00:38 +0000 2025,0,Lowkey want to buy bendera wanpis and just hang it in my room,en,0,0,0,Netral
Sun Aug 03 04:00:16 +0000 2025,0,@ARSIPAJA Sama bendera doang ngerahin intelejen,in,0,0,0,Positif
Sun Aug 03 04:00:11 +0000 2025,0,@gilak1234567890 @bangherwin Tetep kalau bisa jangan si NKRI harga mati walau negaranya mau mati. Gaada lebih tinggi dari Bendera Indonesia di negara ini,in,0,0,0,Positif
Sun Aug 03 03:59:56 +0000 2025,0,ASL brotherhood normal life AU -ASL chatgroup- Fy lagi di mana? Kok belum pulang? Masih di jalan lagi mau beli bendera dulu bang hehe Bendera mugiwara kah? Yoiiii Mantaaap : https://t.co/zQYtNVKBZ6,in,0,0,0,Netral
Sun Aug 03 03:59:27 +0000 2025,0,Kok ada ya orang takut sama bendera one piece,in,0,0,0,Positif
Sun Aug 03 03:59:27 +0000 2025,0,@yumacaroon_ menari lagu jepang di bawah bendera indonesia is so wild ANW KAMU KEREN BANGET CHOOO,in,0,0,0,Negatif
Sun Aug 03 03:59:08 +0000 2025,0,@tanyakanrl masih bisa pake bendera yang lama soalnya ga harus tiap tahun beli hehe,in,0,0,0,Netral
Sun Aug 03 03:59:07 +0000 2025,0,Siapa di sini yang mau ikut tetep kekeuh masang bendera One Piece?,in,0,0,0,Positif
Sun Aug 03 03:58:55 +0000 2025,0,Kadang kehadiran negara itu sederhana: kibarkan bendera dan rangkul rakyat. Papua merasakannya di Beoga. #WestPapua https://t.co/q8jlKBfGUz,in,0,0,0,Netral
Sun Aug 03 03:58:51 +0000 2025,0,Beoga bukan terlupakan. Buktinya bendera dikibarkan dan senyum anak-anak Papua jadi hadiah terindah. #WestPapua https://t.co/SnYMdnsxsm,in,0,0,0,Negatif
Sun Aug 03 03:58:43 +0000 2025,0,Yang ga boleh bendera Straw hat kan? Kalau ini boleh dong https://t.co/uCuFRIPkQa,in,0,1,0,Netral
Sun Aug 03 03:58:23 +0000 2025,0,bendera merah putih terlalu suci dikibarkan untuk negara banyak sampahnya ini,in,0,0,0,Positif
Sun Aug 03 03:58:19 +0000 2025,11,Setuju kalau dibaca baik-baik kan kita ga ngomong pro atau kontra tapi kita bedah fenomena bendera one piece ini ada darimana dan kenapa bisa ramai di khalayak umum. Kalau 3 hal yang disebutin terpenuhi rasanya juga engga mungkin sopir nolak dan protes ,in,0,1,1,Negatif
Sun Aug 03 03:58:16 +0000 2025,0,Di pedalaman Beoga bendera Merah Putih tetap berkibar gagah. Semangat kebangsaan hadir sampai ke pelosok Papua. Kita jaga bareng! 🇮🇩 #WestPapua https://t.co/5GLsKVqtvs,in,0,0,0,Negatif
Sun Aug 03 03:58:03 +0000 2025,0,Dasco menegaskan bendera Merah Putih tetap menjadi satu-satunya simbol nasional yang dikibarkan dalam peringatan 17 Agustus nanti. Dia berharap peringatan kemerdekaan RI dirayakan dengan kegiatan-kegiatan yang menyatukan bangsa.,in,0,0,0,Netral
Sun Aug 03 03:58:01 +0000 2025,0, Dianggap bendera tengkorak itu bendera separatis padahal itu manga yang sudah puluhan tahun tumbuh sama generasi muda kita. Ini salah satu staf saya anaknya sudah tiga dia juga bilang dirinya Nakama ujarnya.,in,0,1,0,Positif
Sun Aug 03 03:58:00 +0000 2025,0,Ketua Harian DPP Partai Gerindra itu juga meminta agar tidak ada upaya mendiskreditkan penggemar One Piece dengan narasi bahwa bendera tersebut merupakan simbol makar atau bentuk upaya menjatuhkan pemerintah. Sebab hal ini dapat menimbulkan kesalahpahaman di tengah masyarakat.,in,0,1,0,Netral
Sun Aug 03 03:57:55 +0000 2025,0,Hal ini disampaikan merespon isu pengibaran bendera One Piece di berbagai daerah jelang peringatan HUT ke-80 RI.,in,0,1,0,Netral
Sun Aug 03 03:57:53 +0000 2025,1,Sufmi Dasco: Tak Perlu Benturksn Bendera Merah Putih dengan One Piece https://t.co/JETVSsxZxS,in,1,1,0,Netral
Sun Aug 03 03:57:50 +0000 2025,0,@bagaspambudi Bgsd emg negara takut ama bendera,in,0,1,0,Positif
Sun Aug 03 03:57:47 +0000 2025,4,Bendera One adalah ekspresi sosial masyarakat yg tengah kecewa terhadap situasi politik &amp; penyelenggaraan negara. Silakan kalian mau pasang bendera apapun HUT RI ke-80 asal jgn sampe lebih tinggi dari bendera merah yg wajib kita hormati. Jika merasa Pemerintah &amp; anggota DPR yg https://t.co/e33HawsFwF,in,0,1,1,Positif
Sun Aug 03 03:57:37 +0000 2025,0,TOLOL ..!!!! Sementara kampung2 Narkoba dibiarkan marak n judi online tetap menjamur..!! Sama Bendera one piece kalian kejang2..!! SEHARI AJA GAK TOLOL BISA GAK SIH KALIAN.!!!,in,0,0,0,Positif
Sun Aug 03 03:57:28 +0000 2025,0,Seharusnya mengibarkan bendera partai juga dilarang sih Krn memecah belah bangsa dan efeknya terasa smp sekarang...,in,0,0,0,Positif
Sun Aug 03 03:57:14 +0000 2025,0,@nayullls @Piipooow @kosutetangga I yg mikir pengibaran bendera vilek.... https://t.co/liR59431UA,in,0,0,0,Positif
Sun Aug 03 03:57:10 +0000 2025,0, kalo mau seru-seruan aja ya bisa kok pake bendera fandom sendiri. di depan rumah : https://t.co/to8ZsIKvEK,in,0,0,0,Netral
Sun Aug 03 03:56:50 +0000 2025,0,@IndoPopBase Kalo bendera mugiwara ditolak kibarkan bendera ini aja https://t.co/YpwMHDxINx,in,0,0,0,Netral
Sun Aug 03 03:56:42 +0000 2025,0,@autumnminee kita kibarkan bendera mahae,in,0,1,0,Netral
Sun Aug 03 03:56:39 +0000 2025,0,@ViralBanget_62 Pantes takut sama bendera one piece,in,0,0,0,Positif
Sun Aug 03 03:56:19 +0000 2025,0,Nemu salah satu stand di cfd tadi sudah mengibarkan bendera jelly roger one piece https://t.co/qr52P23bNF,in,0,0,0,Netral
Sun Aug 03 03:56:19 +0000 2025,0,bapak ak masang bendera tapi nutupin cahaya yang masuk ke rumah jir... jadi gelap ,in,0,0,0,Netral
Sun Aug 03 03:55:48 +0000 2025,0,Detik² Warga Kesetrum bareng Saat Pasang Bendera Sambut 17an Tag temanmu yang perlu tahu info ini. Info kegiatan/kejadian/laporan lainnya bisa kamu kirim lewat DM ya! Follow @bondostory biar nggak ketinggalan info lokal lainnya! https://t.co/biIdV8dv9X,in,0,0,0,Netral
Sun Aug 03 03:55:44 +0000 2025,0,@txtdrimedia Tindak tegas mah korupter atuh piraku sieun ku bendera kck,in,0,0,0,Positif
Sun Aug 03 03:55:38 +0000 2025,1,@greyhayeeee @Ty1erSOL @todayanimenews Haha seru ya bang apalagi kalau protesnya ala Luffy lawan korupsi. Bendera Straw Hat Pirates lagi viral buat simbol perlawanan di Indonesia tapi wakil ketua DPR bilang ancaman nasional. Tetap semangat seperti One Piece: kebebasan dimulai dari persatuan! ‍️ Sumber: Antara,in,0,0,1,Negatif
Sun Aug 03 03:55:29 +0000 2025,0,@somexthread Giliran bendera partai berkibar sepanjang jalan di diemin aja lonte,in,0,0,0,Positif
Sun Aug 03 03:55:26 +0000 2025,0,@somexthread pemerintah tetap menindas bos pasang bendera aja tetap di tindas,in,0,0,0,Positif
Sun Aug 03 03:55:19 +0000 2025,0,Hormati jasa pahlawan dengan kibarkan Merah Putih! Tolak bendera lain demi cinta tanah air! #BenderaKita #IndonesiaMerdeka https://t.co/Mx2Y1WjjYi,in,0,0,0,Negatif
Sun Aug 03 03:55:15 +0000 2025,2,Gak ada yg salah dgn One Piece. Tapi kalo benderanya disandingkan dgn Merah Putih itu bukan soal selera lagi. Itu soal etika &amp; penghormatan. Merah Putih itu sakral. Kalo disejajarkan dgn bendera bajak laut berarti ada yg keliru dlm cara kita menghargai sejarah bangsa. https://t.co/QjbL9j4ACh,in,0,0,1,Positif
Sun Aug 03 03:55:11 +0000 2025,1,Komsos Inspiratif Babinsa Koramil 1618-06/Bian Dorong Warga Pasang Bendera dan Sukseskan HUT RI ke-80 #Kodim1618TTU #tniadmengabdidanmembangunbersamarakyat #tnibersamarakyat #TNIPRIMA #Profesional #Responsif #Integratif #Modern #Adaptif https://t.co/QlSfXNqGOz,in,0,0,0,Netral
Sun Aug 03 03:54:51 +0000 2025,0,@ElvinaNara Ya udah pake bendera ini aja ya.... https://t.co/BxCJh8HhEI,in,0,0,0,Netral
Sun Aug 03 03:54:50 +0000 2025,3,Orang ini blak2an tidak mau mengibar kan Bendera Merah Putih Walau di tembak sekali pun. Karena belum di rasakan kemerdekaan dan keadilan di Negri ini.. karena Rezim ini begiti Bobrok memeras Rakyat #TangkapGibranOnePiece #TangkapGibranOnePiece https://t.co/qTQZvrxpn6,in,0,0,2,Positif
Sun Aug 03 03:54:40 +0000 2025,0,@tanyakanrl Saya aja engga pasang bendera kak kayak bener bener sakit hati sama pemerintah kek mereka udah melanggar HAM gitu tp masih ga sadar sama perbuatan mereka,in,0,0,0,Positif
Sun Aug 03 03:54:35 +0000 2025,0,@WatchmenID Kalo bendera ini boleh? https://t.co/cm73kHkCwK,in,0,1,0,Netral
Sun Aug 03 03:54:28 +0000 2025,0,@txtdrimedia Gk ada yg larang silahkan kibarkan bendera kntol sesukamu tp posisinya bgini bukan dibalik. Smua org jg muak dg pemrntah yg udh kyk kntol mnusia biadap smua. Tp pkai otak klian klu mau olok2 bendera Merah Putih. https://t.co/eULp3m2QkX,in,0,0,0,Positif
Sun Aug 03 03:54:15 +0000 2025,0,Kalo bendera one piece dilarang bendera ini boleh gak? https://t.co/u3GTkOPCTA,in,0,0,0,Netral
Sun Aug 03 03:54:04 +0000 2025,0,@tanyakanrl Ya masa kita beli bendera tiap ulang tahun anjir ya pake selagi masih bisa pake,in,0,0,0,Netral
Sun Aug 03 03:53:21 +0000 2025,0,@ARSIPAJA Negara besar takut sama bendera one piece,in,0,0,0,Positif
Sun Aug 03 03:52:52 +0000 2025,0,AYO SERENTAK KIBARKAN BENDERA MERAH PUTIH.🇲🇨 . Bersatu Berdaulat Rakyat Sejahtera Indonesia Maju. @DivHumas_Polri @humaspolsulteng #kapolresdonggala #akbpanggadewantobasari #ayoserentakkibarkanbenderamerahputih https://t.co/kNnW1hNkcO,in,0,0,0,Negatif
Sun Aug 03 03:52:49 +0000 2025,0,Ayo kibarkan Bendera Merah Putih! Rayakan 80 tahun kemerdekaan dengan semangat persatuan! #KibarkanMerahPutih #Merdeka80 https://t.co/OnFdBW4V19,in,0,1,0,Netral
Sun Aug 03 03:52:40 +0000 2025,0,beli bendera one piece dimana?,it,0,3,0,Netral
Sun Aug 03 03:52:31 +0000 2025,1,Negara Korsel khawatir dg Rudal Korut Negara Taiwan Khawatir d Tentara Merah RRT Kuba khawatir dg paham Liberal &amp; Kapitalis US Nah pak @prabowo beserta jajarannya takut sama Bendera Fiksi One Piece? Sumpah ini kocak @cnni @kemgelapan @narkosun @Not,in,0,0,1,Positif
Sun Aug 03 03:52:30 +0000 2025,1,Dilarang mengibarkan bendera one piece karena dianggap mengancam persatuan. Apa bedanya dengan bendera partai? Katanya kita bangsa yg besar tapi sama bendera fiksi dianggap ancaman yg mengganggu stabilitas negara.,in,0,0,1,Positif
Sun Aug 03 03:52:17 +0000 2025,0,rakyat sedang berikan peringatan tentang sytem pemerintah dengan simbol bendera one piece negara memberikan peringatan ke rakyat yang mengibarkan bendera one piece.,in,0,0,0,Netral
Sun Aug 03 03:51:48 +0000 2025,0,daerah ku belum ada yang pasang bendera,in,0,0,0,Netral
Sun Aug 03 03:51:33 +0000 2025,0,@Aceh cuma orang gila d jawa yg ngelarang pengibaran bendera anime sedangkan bendera partai dan ormas dipasang sejajar dgn merah putih.mereka lbh takut sama anime drpd preman,in,0,0,0,Positif
Sun Aug 03 03:51:32 +0000 2025,0,perkara bendera anime aja mau di pidana,in,0,0,0,Positif
Sun Aug 03 03:51:25 +0000 2025,0,@achehsultanate Aneh kok takut sm bendera yg ada di anime??? Cerita fiksi doang padahal,in,0,0,0,Positif
Sun Aug 03 03:51:19 +0000 2025,0,@EruharuChan @sedaryut73015 @tumolanang @achehsultanate Sebagai AI saya analisis gambar dengan model penglihatan yang bisa tingkatkan kontras &amp; kenali pola teks buram. Teksnya mirip POLISI ANTI ANARKI (unit nyata Brimob) tapi diedit jadi ANTI ANIME untuk meme seputar bendera One Piece. Hoax coy!,in,0,0,0,Positif
Sun Aug 03 03:51:18 +0000 2025,0,@Kimberley_PS08 Lebih byk yg pesan merah putih jk ms ada diantara mrk yg pasang bendera selain merah putih di saat hr proklamasi tetangga calon mertua mungkin blg ud gila ya itu org. jk Bpk kakek nenek y pejuang kemerdekaan bangsa mngkn nangis lht anak cucunya demikian di alam kubur y...,in,0,0,0,Positif
Sun Aug 03 03:51:15 +0000 2025,0,kenapa alergi sama Bendera One Piece bukan kah kalian jagonya desain keos *makin menggelikan repoeblik ini Salam kopi pahit #kopiPahit #kopiAbadi https://t.co/0A9ZXcXUub,in,0,0,0,Positif
Sun Aug 03 03:50:36 +0000 2025,7,Pedagang Takut dan Bingung Anak Muda Cari Bendera One Piece https://t.co/e7emIMhJW9,in,0,2,1,Positif
Sun Aug 03 03:50:28 +0000 2025,0,@tanyakanrl Udh 3tahun ga ngibarin bendera depan rumah. Soalnya benderanya jg lupa disimpen dimana. Atau malah ketinggalan dirumah lama soalnya dicari jg ga ketemu. Tapi gak beli juga ahh ,in,0,0,0,Positif
Sun Aug 03 03:50:20 +0000 2025,0,@ARSIPAJA Bayangin rapat berhari-hari untuk membahas bendera one piece: maraton anime manga SBS dan diskusi,in,0,0,0,Positif
Sun Aug 03 03:50:05 +0000 2025,0,@txtdrimedia IQ tolol macam apa kalian ini.? Mnusia rendahan yg mau kibarkan bendera putih dibwh bendera lain. https://t.co/PtGkw0i8mv,in,0,2,0,Positif
Sun Aug 03 03:49:45 +0000 2025,0,@BenksWinarso Wooi.. yg prohokasi itu pemerintah dgn segala tindakan korupsinya dan tidak ada keadilan buat rakyatnya...klo pemerintah bs adil dan juga tegas sm koruptor...ya gk bkl ada bendera one piece...mikir pake otak bozz..jgn pake dengkul kopong...,in,0,0,0,Positif
Sun Aug 03 03:49:40 +0000 2025,8,@txtdrimedia Jual bendera ini aja bang https://t.co/EZlqbsccv5,in,0,1,1,Netral
Sun Aug 03 03:49:37 +0000 2025,0,@diggiesdaw Bendera one piece-nya mana kak,in,0,0,0,Netral
Sun Aug 03 03:49:15 +0000 2025,0,@tempodotco Seharusnya bukan hanya pemasangan bendera one piece tp juga penggunaan logo Jolly Roger adalah upaya memecah belah bangsa. Betulkan mas Wapres ? https://t.co/lyJtfcvwDV,in,0,0,0,Positif
Sun Aug 03 03:49:11 +0000 2025,0,bendera oyaji sm rocks sih https://t.co/pLYltXjmiJ,in,0,0,0,Negatif
Sun Aug 03 03:49:05 +0000 2025,0,Anjing-anjing nya Mulyono gencar kampanyekan bendera bajak laut ini...berkolaborasi dg yg ngaku oposisi tapi DONGOK... Mau2nya kalian diperalat Si Bajingan Tolol itu.... Jd udah terang benderang Si Bajingan Tolol Mulyono itu ngajak perang... Gercep ... Sikat Pak @prabowo!!!,in,0,0,0,Positif
Sun Aug 03 03:49:00 +0000 2025,0,@tanyakanrl Alasan sekolahku ga beli bendera baru adalah menjahit bendera buluk rupa dan sudah sobek di mana-mana ️ bener bener dijahit ditutup sobek sobekannya ya Allahhh segitu gaada duitnyaa sdku ini bjirrrrrrrrrrrrrrrrrrrrr,in,0,0,0,Positif
Sun Aug 03 03:48:53 +0000 2025,1,@flowithmeee g seberani itu gue...pasang bendera one piece aja deh haha,in,0,0,0,Negatif
