authorDisplayName,likeCount,Text,publishedAt,cleaned_text,sentiment_category
,1,@farhan_fevrier @zicostian secara teknis bedanya cuma sejauh apa membulatkannya Kalender Cina: asalkan 0⁰ terjadi di hari itu bulatkan ke belakang hari itu tanggal 1 Wujudul Hilal: 0⁰ musti terjadi setelah terbenam matahari sebelum terbenam bulan besoknya baru tanggal 1 KHGT: 0⁰ terjadi di manapun,Thu Feb 19 07:49:21 +0000 2026,secara teknis bedanya cuma sejauh apa membulatkannya Kalender Cina  asalkan 0  terjadi di hari itu bulatkan ke belakang hari itu tanggal 1 Wujudul Hilal  0  musti terjadi setelah terbenam matahari sebelum terbenam bulan besoknya baru tanggal 1 KHGT  0  terjadi di manapun,Neutral
,0,@KabarMuh_ID menurut saya yg bermasalah adalah KHGT menghitung penetapan awal hari mulai dari pasifik ke barat ini jelas tanpa hadits. kenapa penetapan garis tanggal g di arab saudi saja dari atas ka'bah ? Kenapa pasifik? Kenapa harus sama satu dunia padahal tempat muncul hilal berbeda,Thu Feb 19 07:38:22 +0000 2026,menurut saya yg bermasalah adalah KHGT menghitung penetapan awal hari mulai dari pasifik ke barat ini jelas tanpa hadits  kenapa penetapan garis tanggal g di arab saudi saja dari atas ka bah   Kenapa pasifik  Kenapa harus sama satu dunia padahal tempat muncul hilal berbeda,Negative
,0,@Mujail @ainunnajib @zicostian @muhammadiyah Penjelasan netral: Thread tersebut tampak mengkritik pihak yang ingin persatuan global tapi enggan bersatu lokal (kemungkinan merujuk Muhammadiyah). KHGT Muhammadiyah pakai matla' global untuk keseragaman dunia sementara metode pemerintah (rukyat + hisab MABIMS) lebih,Thu Feb 19 07:34:02 +0000 2026,Penjelasan netral  Thread tersebut tampak mengkritik pihak yang ingin persatuan global tapi enggan bersatu lokal  kemungkinan merujuk Muhammadiyah   KHGT Muhammadiyah pakai matla  global untuk keseragaman dunia sementara metode pemerintah  rukyat   hisab MABIMS  lebih,Neutral
,0,@Widi17081945 @ainunnajib @KabarMuh_ID Hisab sebagai patokan dibarengi rukyat lalu penentuan akhir. Semisal hilal diatas 0 drajat mau ikut keputusan hisab MU ya monggo problemnya tahun ini adalah 1. posisi hilal dibawah 0 drajat (wil NKRI) 2. KHGT (ini yg dikritisi) kut yg paling logis menurut anda bebas.,Thu Feb 19 07:25:27 +0000 2026,Hisab sebagai patokan dibarengi rukyat lalu penentuan akhir  Semisal hilal diatas 0 drajat mau ikut keputusan hisab MU ya monggo problemnya tahun ini adalah 1  posisi hilal dibawah 0 drajat  wil NKRI  2  KHGT  ini yg dikritisi  kut yg paling logis menurut anda bebas,Positive
,0,@BattlerUshiro67 @azharieazharou Pertama: Alaska ternyata hilal tidak terlihat. Lalu landasan KHGT berpijak pada hilal di mana? Kedua: Saudi dicemooh banyak warga internasional krn disinyalir berbohong ttg melihat hilal. Pakar Muhammadiyah pun tau kalau di Saudi tdk mungkin terlihat hilal makanya pakai Alaska,Thu Feb 19 06:58:32 +0000 2026,Pertama  Alaska ternyata hilal tidak terlihat  Lalu landasan KHGT berpijak pada hilal di mana  Kedua  Saudi dicemooh banyak warga internasional krn disinyalir berbohong ttg melihat hilal  Pakar Muhammadiyah pun tau kalau di Saudi tdk mungkin terlihat hilal makanya pakai Alaska,Negative
,0,@herry_zudianto @ainunnajib Ya kl hisabnya msh hisab lokal okelah perbedaan bs dimaklumi. Kl khgt? Mulai puasa 18 feb saat msh 30 syaban apakah sah? Krn diseluruh belahan bumi saat itu blm masuk bln baru,Thu Feb 19 06:58:22 +0000 2026,Ya kl hisabnya msh hisab lokal okelah perbedaan bs dimaklumi  Kl khgt  Mulai puasa 18 feb saat msh 30 syaban apakah sah  Krn diseluruh belahan bumi saat itu blm masuk bln baru,Neutral
,0,@sayyid_sukardi @ainunnajib Hahaha ada2 aja yg pake khgt cm Muhammadiyah doang trus negara lain suruh mengikuti? Menurut sy ini eksperimen yg kebablasan,Thu Feb 19 06:54:44 +0000 2026,Hahaha ada2 aja yg pake khgt cm Muhammadiyah doang trus negara lain suruh mengikuti  Menurut sy ini eksperimen yg kebablasan,Negative
,0,@ainunnajib Gus coba AI nya di kasih tugas yg lebih menantang berapa derjat ketinggian hilal dan elongasi nya sedemikian shg hasil KHGT 100% sama dg Ummul Quro. Barangkali KHGT nanti tertarik buat adopsi.,Thu Feb 19 06:31:58 +0000 2026,Gus coba AI nya di kasih tugas yg lebih menantang berapa derjat ketinggian hilal dan elongasi nya sedemikian shg hasil KHGT 100  sama dg Ummul Quro  Barangkali KHGT nanti tertarik buat adopsi,Positive
,2,argumen susulannya sebenarnya kalau memang visi-misi Muhammadiyah dengan KHGT itu untuk menyatukan dunia dalam satu tanggal kenapa nggak rumus hisab Umm al-Qura aja: wujudul hilal 0⁰ di Makkah kenapa musti bikin rumus sendiri baru yang bahkan ternyata beda dengan KHGT Turki,Thu Feb 19 06:24:52 +0000 2026,argumen susulannya sebenarnya kalau memang visi misi Muhammadiyah dengan KHGT itu untuk menyatukan dunia dalam satu tanggal kenapa nggak rumus hisab Umm al Qura aja  wujudul hilal 0  di Makkah kenapa musti bikin rumus sendiri baru yang bahkan ternyata beda dengan KHGT Turki,Negative
,0,@yovieferia @hhsahal @ainunnajib Thn lalu msh pakai hisab lokal walaupun misal ada perbedaan ya bs dimaklumi. Nah skrg mulai puasa ketika blm masuk bln baru diMANAPUN di seluruh belahan bumi (msh 30 syaban) meskipun pakai perhitungan khgt? Puasanya sah?,Thu Feb 19 06:23:41 +0000 2026,Thn lalu msh pakai hisab lokal walaupun misal ada perbedaan ya bs dimaklumi  Nah skrg mulai puasa ketika blm masuk bln baru diMANAPUN di seluruh belahan bumi  msh 30 syaban  meskipun pakai perhitungan khgt  Puasanya sah,Neutral
,0,@KabarMuh_ID Pertama: Alaska ternyata hilal tidak terlihat. Lalu landasan KHGT berpijak pada hilal di mana? Kedua: Saudi dicemooh banyak warga internasional krn disinyalir berbohong ttg melihat hilal. Pakar Muhammadiyah pun tau kalau di Saudi tdk mungkin terlihat hilal makanya pakai Alaska,Thu Feb 19 06:16:27 +0000 2026,Pertama  Alaska ternyata hilal tidak terlihat  Lalu landasan KHGT berpijak pada hilal di mana  Kedua  Saudi dicemooh banyak warga internasional krn disinyalir berbohong ttg melihat hilal  Pakar Muhammadiyah pun tau kalau di Saudi tdk mungkin terlihat hilal makanya pakai Alaska,Negative
,0,@black_swan6999 @ainunnajib @DokterTifa KHGT bisa jadi acuan kalender global jika ia tetap terikat pada fenomena alam melalui koreksi drift. Tapi KHGT tidak sah secara ilmiah-fenomenologis bila menetapkan bulan baru saat hilal belum eksis di seluruh Bumi. Contoh : Penetapan 1 Ramadhan tahun ini.,Thu Feb 19 06:10:41 +0000 2026,KHGT bisa jadi acuan kalender global jika ia tetap terikat pada fenomena alam melalui koreksi drift  Tapi KHGT tidak sah secara ilmiah fenomenologis bila menetapkan bulan baru saat hilal belum eksis di seluruh Bumi  Contoh   Penetapan 1 Ramadhan tahun ini,Neutral
,0,@aika_edutoys @ainunnajib @KabarMuh_ID Bayangkan tgl 18 kmrn saat anda MULAI berpuasa saat itu msh tgl 30 syaban krn diMANAPUN di seluruh dbelahan bumi hilal blm masuk bln baru (baik secara hitungan khgt apalagi rukyat). Menurutmu sah kah puasamu itu?,Thu Feb 19 06:03:28 +0000 2026,Bayangkan tgl 18 kmrn saat anda MULAI berpuasa saat itu msh tgl 30 syaban krn diMANAPUN di seluruh dbelahan bumi hilal blm masuk bln baru  baik secara hitungan khgt apalagi rukyat   Menurutmu sah kah puasamu itu,Neutral
,0,@el_fakunzain @PNS_Garis_Lucu @ainunnajib saya rasa kalo diskusi setelan awalnya adalah mau menerima argumen lawan diskusi Muhammadiyah sudah menjelaskan alasan kenapa KHGT dan dasar hukum KHGT tapi beliau masih muter2 aja pendapatnya itu-itu saja terkesan tidak mau kalah,Thu Feb 19 05:48:21 +0000 2026,saya rasa kalo diskusi setelan awalnya adalah mau menerima argumen lawan diskusi Muhammadiyah sudah menjelaskan alasan kenapa KHGT dan dasar hukum KHGT tapi beliau masih muter2 aja pendapatnya itu itu saja terkesan tidak mau kalah,Negative
,0,@al_wakandy @ikhwanuddin @pandji Untuk KHGT tahun ini masalahnya begini: 'woi besok hilal akan kelihatan di Alaska ayo sekarang kita di Indonesia puasa' alias ditarik mundur katanya ai noon,Thu Feb 19 05:43:54 +0000 2026,Untuk KHGT tahun ini masalahnya begini   woi besok hilal akan kelihatan di Alaska ayo sekarang kita di Indonesia puasa  alias ditarik mundur katanya ai noon,Negative
,0,@AleamsBarra Iya bro justru pendapat Prof. Tono lebih ekstrim gak perlu sudut ketinggian 5⁰ elongasi 8⁰ yang penting intimak terjadi sebelum Fajar itu sudah muncul bulan baru. Besoknya tgl baru Tp KHGT mengakomdasi masukan dari negara2 lain sehingga muncul angka itu.,Thu Feb 19 05:36:16 +0000 2026,Iya bro justru pendapat Prof  Tono lebih ekstrim gak perlu sudut ketinggian 5  elongasi 8  yang penting intimak terjadi sebelum Fajar itu sudah muncul bulan baru  Besoknya tgl baru Tp KHGT mengakomdasi masukan dari negara2 lain sehingga muncul angka itu,Negative
,0,@membacamulagi @AleamsBarra Metode Hisab MU sekarang (KHGT) berbeda dr sebelumnya. Padahal yg sebelumnya juga ok2 aja meski ada perbedaan. Nah yg d kritik itu yg baru ini,Thu Feb 19 04:54:57 +0000 2026,Metode Hisab MU sekarang  KHGT  berbeda dr sebelumnya  Padahal yg sebelumnya juga ok2 aja meski ada perbedaan  Nah yg d kritik itu yg baru ini,Negative
,0,@NUCreativeMedia @ainunnajib Hadeh. Ini pendukung KHGT kok pada goblok2 ya?,Thu Feb 19 04:52:17 +0000 2026,Hadeh  Ini pendukung KHGT kok pada goblok2 ya,Negative
,0,@kyoukai691 @SarjanaEksu Sampai kan ke pengurus pusat Muhammadiyah disertai bukti ilmiah niat Muhammadiyah membuat khgt bagus agar semua umat Islam bisa merayakan hari raya di hari yg sama (tentu tidak ada paksaan untuk ikut) seperti umat agama lain yg menggunakan kalender Masehi sebagai acuan,Thu Feb 19 04:51:40 +0000 2026,Sampai kan ke pengurus pusat Muhammadiyah disertai bukti ilmiah niat Muhammadiyah membuat khgt bagus agar semua umat Islam bisa merayakan hari raya di hari yg sama  tentu tidak ada paksaan untuk ikut  seperti umat agama lain yg menggunakan kalender Masehi sebagai acuan,Positive
,0,@ekopras96808127 @SarjanaEksu Its not as simple as that tapi terkait dgn khgt ini ga sesuai dgn syariat dan juga sains..,Thu Feb 19 04:20:32 +0000 2026,Its not as simple as that tapi terkait dgn khgt ini ga sesuai dgn syariat dan juga sains,Negative
,3,@_bsutanto Sip. Berarti harus jujur di KHGT nya. Gak usah bilang pakai (2) sama sekali. Bilang dengan Pede bahwa KHGT pakai wujudul hilal global dengan trigger ijtimak sebelum waktu subuh di New Zealand. Yang versi sekarang ini ke wilayah barat dikasih versi rukyat sedangkan buat MU,Thu Feb 19 04:20:29 +0000 2026,Sip  Berarti harus jujur di KHGT nya  Gak usah bilang pakai  2  sama sekali  Bilang dengan Pede bahwa KHGT pakai wujudul hilal global dengan trigger ijtimak sebelum waktu subuh di New Zealand  Yang versi sekarang ini ke wilayah barat dikasih versi rukyat sedangkan buat MU,Neutral
,0,4/ Analogi Shalat Jumat global juga keliru. Muslim di London tidak Shalat Jumat ikut waktu Jakarta. Semua menunggu matahari tergelincir di lokasinya masing-masing. KHGT justru meminta kita sholat tanpa menunggu matahari (hilal) muncul.,Thu Feb 19 03:57:11 +0000 2026,4  Analogi Shalat Jumat global juga keliru  Muslim di London tidak Shalat Jumat ikut waktu Jakarta  Semua menunggu matahari tergelincir di lokasinya masing masing  KHGT justru meminta kita sholat tanpa menunggu matahari  hilal  muncul,Neutral
,0,@VIVAcoid Eoooiiiiiiiiii ilmu pengetahuan sudah sangat maju gerhana matahari/bulan saja sudah di tau kapan akan terjadi bahkan kejadian yang ribuan tahun lalu bisa di tau.. sok2an mengoreksi KHGT .. sorry yeeee .. Kita ternyata masih pake teropong utk keker itu hilal,Thu Feb 19 03:54:41 +0000 2026,Eoooiiiiiiiiii ilmu pengetahuan sudah sangat maju gerhana matahari bulan saja sudah di tau kapan akan terjadi bahkan kejadian yang ribuan tahun lalu bisa di tau   sok2an mengoreksi KHGT    sorry yeeee    Kita ternyata masih pake teropong utk keker itu hilal,Negative
,0,@asupulah @ainunnajib @na_dirs @muhammadiyah Dimana dijual kalender KHGT..? Biar ada pedoman utk ibadah2 sunnah dimasa2 mendatang,Thu Feb 19 03:48:17 +0000 2026,Dimana dijual kalender KHGT    Biar ada pedoman utk ibadah2 sunnah dimasa2 mendatang,Neutral
,0,@jarotkharisman @VIVAcoid @brin_indonesia @Kemenag_RI ah tidak juga saya ada beberapa teman muhammadiyah yang tahun ini mereka lebih memilih mengikuti hasil sidang isbat pemerintah padahal biasanya selalu mengikuti muhammadiyah. karena menurutnya penggunaan khgt masih belum sempurna dan menimbulkan keraguan.,Thu Feb 19 03:20:07 +0000 2026,ah tidak juga saya ada beberapa teman muhammadiyah yang tahun ini mereka lebih memilih mengikuti hasil sidang isbat pemerintah padahal biasanya selalu mengikuti muhammadiyah  karena menurutnya penggunaan khgt masih belum sempurna dan menimbulkan keraguan,Negative
,0,@ainunnajib Sya ngerti maksud @ainunnajib ini tp menilai 2 metode yg berbeda lewat 1 metode itu ga bakalan ketemu. Kemaren klo ga salah ditulis di alaska tidak memenuhi imkanu rukyat loh ini fatal sekali. Masa KHGT melakukan sefatal ini. Ternyata di alaska hanya tidak melihat hilal.,Thu Feb 19 03:07:24 +0000 2026,Sya ngerti maksud  ini tp menilai 2 metode yg berbeda lewat 1 metode itu ga bakalan ketemu  Kemaren klo ga salah ditulis di alaska tidak memenuhi imkanu rukyat loh ini fatal sekali  Masa KHGT melakukan sefatal ini  Ternyata di alaska hanya tidak melihat hilal,Negative
,0,@ainunnajib Setelah liat baca KHGT ternyata keduanya sama2 ilmiah. Sya puasa hari kamis mengikuti pengamatan lokal tp KHGT juga bisa diterima sebagai salah satu ikhtiar dlm menentukan awal bulan. Krn klo baca keterangan @ainunnajib sejak kemaren seolah2 orang yg pakai KHGT bocah ga tau apa2,Thu Feb 19 03:03:17 +0000 2026,Setelah liat baca KHGT ternyata keduanya sama2 ilmiah  Sya puasa hari kamis mengikuti pengamatan lokal tp KHGT juga bisa diterima sebagai salah satu ikhtiar dlm menentukan awal bulan  Krn klo baca keterangan  sejak kemaren seolah2 orang yg pakai KHGT bocah ga tau apa2,Positive
,0,@AleamsBarra Kan dengan KHGT gak perlu nungguin sampai benar terlihat cukup dengan dzon berdasarkan ilmu hisab.,Thu Feb 19 02:50:00 +0000 2026,Kan dengan KHGT gak perlu nungguin sampai benar terlihat cukup dengan dzon berdasarkan ilmu hisab,Negative
,2,@ainunnajib @KabarMuh_ID GB menegaskan: hisab dan rukyat tidak perlu dipertentangkan. Anggapan hisab itu MD rukyat itu NU adalah penyederhanaan yg keliru. Hisab ada beragam metode sebagian mengandung ikhtilaf seperti KHGT. Rukyat pun ttp menggunakan hisab agar tahu posisi hilal sebelum observasi.,Thu Feb 19 02:04:13 +0000 2026,GB menegaskan  hisab dan rukyat tidak perlu dipertentangkan  Anggapan hisab itu MD rukyat itu NU adalah penyederhanaan yg keliru  Hisab ada beragam metode sebagian mengandung ikhtilaf seperti KHGT  Rukyat pun ttp menggunakan hisab agar tahu posisi hilal sebelum observasi,Negative
,1,@hasyimmah @ainunnajib Bahasanya luar biasa sekali KHGT MEMAKSIMALKAN PERBEDAAN benci kali enten nunn nunn,Thu Feb 19 01:38:59 +0000 2026,Bahasanya luar biasa sekali KHGT MEMAKSIMALKAN PERBEDAAN benci kali enten nunn nunn,Negative
,0,@ainunnajib Ikut Muhammadiyah dengan KHGT nya.. lebih mempersatukan umat Islam se dunia. Bismillah,Thu Feb 19 01:26:35 +0000 2026,Ikut Muhammadiyah dengan KHGT nya   lebih mempersatukan umat Islam se dunia  Bismillah,Positive
,0,@ndeso_ganteng @KabarMuh_ID Ya sudah kalau anda kurang sreg dgn KHGT MU ga usah di ikuti.toh MU ga memaksa anda puasa tgl 18.ribuan warga MU tetap enjoy melaksanakan puasa tgl 18.perbedaan jgn di jadikan perpercahan.sejak pak Harto lenggser perbedaan penentuan awal Ramadhan/Idul Fitri SDH mulai beda,Thu Feb 19 01:25:21 +0000 2026,Ya sudah kalau anda kurang sreg dgn KHGT MU ga usah di ikuti toh MU ga memaksa anda puasa tgl 18 ribuan warga MU tetap enjoy melaksanakan puasa tgl 18 perbedaan jgn di jadikan perpercahan sejak pak Harto lenggser perbedaan penentuan awal Ramadhan Idul Fitri SDH mulai beda,Negative
,0,@ainunnajib @VIVAcoid KHGT melangkah maju melampaui sekat2 otoritas di masing2 wilayah dibelahan dunia...dari lokal ke global..salut saja sihh dg Ijtihadnya muhammadiyah,Thu Feb 19 01:21:31 +0000 2026,KHGT melangkah maju melampaui sekat2 otoritas di masing2 wilayah dibelahan dunia   dari lokal ke global  salut saja sihh dg Ijtihadnya muhammadiyah,Positive
,0,@eqrzq @sainzeternity @AIADigibuy @jogja_base Jadi MD berubah dari hisab lokal ke global itu pertama kedua Turkiye sendiri tidak memasukkan Alaska dg alasan tidak berpenghuni dan bukan daratan Amerika. KHGT sendiri beda2 ,Thu Feb 19 01:07:22 +0000 2026,Jadi MD berubah dari hisab lokal ke global itu pertama kedua Turkiye sendiri tidak memasukkan Alaska dg alasan tidak berpenghuni dan bukan daratan Amerika  KHGT sendiri beda2,Negative
,0,@AzmulAkhsan @midrismesut @muhammadiyah kan sudah dijelaskan di banyak rilis muhammadiyah apa tujuan KHGT ketawan banget gak mau baca,Thu Feb 19 00:57:38 +0000 2026,kan sudah dijelaskan di banyak rilis muhammadiyah apa tujuan KHGT ketawan banget gak mau baca,Negative
,0,@ainunnajib Tenang aja koko najib ntar kiamatnya diprediksi ama KHGT,Thu Feb 19 00:52:22 +0000 2026,Tenang aja koko najib ntar kiamatnya diprediksi ama KHGT,Negative
,0,@asupulah @ainunnajib @na_dirs @muhammadiyah Alhamdulillaah dgn KHGT NU SALAFI persis dll bersatu jadi nanti kalo salafi ngadain pengajian di jamin aman,Thu Feb 19 00:52:00 +0000 2026,Alhamdulillaah dgn KHGT NU SALAFI persis dll bersatu jadi nanti kalo salafi ngadain pengajian di jamin aman,Positive
,0,kenapa tuh orang getol banget nyari kekurangan khgt. menurutku ini tuh langkah yang inovatif visioner dan bermanfaat buat kamu muslim seluruh dunia loh kok gamau berkembang sih mls bgt liat tuh org komen tweet ku,Thu Feb 19 00:45:58 +0000 2026,kenapa tuh orang getol banget nyari kekurangan khgt  menurutku ini tuh langkah yang inovatif visioner dan bermanfaat buat kamu muslim seluruh dunia loh kok gamau berkembang sih mls bgt liat tuh org komen tweet ku,Negative
,0,@ainunnajib @afrkml Udh jls KHGT unt MD eh anda ikut2an koar2..pdhl MD aja ga prnh nimbrung pd ptusan NU apapun itu..,Thu Feb 19 00:24:06 +0000 2026,Udh jls KHGT unt MD eh anda ikut2an koar2  pdhl MD aja ga prnh nimbrung pd ptusan NU apapun itu,Negative
,1,@Javatronica @NauTheCoffee @ainunnajib Isu utamnya dia tdk siap menerima hal2 yg baru? KHGT itu baru sj coba diterapkan. Byk kritik oke Byk celah oke Tapi dasarnya kuat. Sunnah Rasulullah adalah contoh yang paling mudah di pahami manusia . Cara yg susah ada diDalam Alquran dan itu diperuntukkan bagi org yg berpikir,Thu Feb 19 00:22:55 +0000 2026,Isu utamnya dia tdk siap menerima hal2 yg baru  KHGT itu baru sj coba diterapkan  Byk kritik oke Byk celah oke Tapi dasarnya kuat  Sunnah Rasulullah adalah contoh yang paling mudah di pahami manusia   Cara yg susah ada diDalam Alquran dan itu diperuntukkan bagi org yg berpikir,Positive
,2,@ainunnajib @KabarMuh_ID Nyuwun sewu apakah prinsip sampeyan berpegangan pada dalil/nash itu juga sampeyan terapkan pada ibadah² lainnya? Atau karena KHGT ini digagas oleh Muhammadiyah sehingga sampeyan mendebatnya seperti itu.,Wed Feb 18 23:55:09 +0000 2026,Nyuwun sewu apakah prinsip sampeyan berpegangan pada dalil nash itu juga sampeyan terapkan pada ibadah  lainnya  Atau karena KHGT ini digagas oleh Muhammadiyah sehingga sampeyan mendebatnya seperti itu,Positive
,0,@DaniauliaL @PuteraSaljuX @scalpeltomorrow @VIVAcoid Ya garis tanggal internasional bisa bikin perbedaan karena beda hari di sisi timur/barat bumi. Dalam KHGT kalau hilal terlihat di referensi yang melewati date line (misal Pasifik vs Asia) potensi selisih 2 hari muncul di kondisi ekstrem meski jarang bisa bikin bulan terasa 28,Wed Feb 18 22:36:38 +0000 2026,Ya garis tanggal internasional bisa bikin perbedaan karena beda hari di sisi timur barat bumi  Dalam KHGT kalau hilal terlihat di referensi yang melewati date line  misal Pasifik vs Asia  potensi selisih 2 hari muncul di kondisi ekstrem meski jarang bisa bikin bulan terasa 28,Neutral
,0,@_gil4ngputr4_ @ainunnajib @sapesihini Jika tetap KHGT berbeda lagi.,Wed Feb 18 22:28:55 +0000 2026,Jika tetap KHGT berbeda lagi,Negative
,0,@moderazi @jecq74 @muhammadiyah Mau satu matla tapikan udah beda zona waktu makanya KHGT ini nabrak sunnatulloh. Malah pembulatannya kebelakang. KHGT Turki aja toposentrik. Lagi juga negara mana yg bakal nerima konsep KHGT MU ini? ibadah itukan terikat ruang dan waktu. Terlalu memaksakan hil yang musatahal.,Wed Feb 18 22:19:59 +0000 2026,Mau satu matla tapikan udah beda zona waktu makanya KHGT ini nabrak sunnatulloh  Malah pembulatannya kebelakang  KHGT Turki aja toposentrik  Lagi juga negara mana yg bakal nerima konsep KHGT MU ini  ibadah itukan terikat ruang dan waktu  Terlalu memaksakan hil yang musatahal,Negative
,0,...krn hal yg rame di medsos ttg KHGT sy jd berpikir ulang. Anak² muda mrk kritis thd HPT gak ya bahkan terhadap sikap fiqh organisasi dlm hal lain. Jika diam dan tdk ada ruang diskusi (misalnya semacam bahtsul masail) ya sama aja menormalisasi bertaqlid? Semoga saya salah.,Wed Feb 18 22:19:15 +0000 2026,krn hal yg rame di medsos ttg KHGT sy jd berpikir ulang  Anak  muda mrk kritis thd HPT gak ya bahkan terhadap sikap fiqh organisasi dlm hal lain  Jika diam dan tdk ada ruang diskusi  misalnya semacam bahtsul masail  ya sama aja menormalisasi bertaqlid  Semoga saya salah,Negative
,0,@ekopras96808127 @SarjanaEksu Lu mesti paham gmn sistem peredaran bulan bekerja.. Cuman dari situ harusnya udah sadar klo khgt itu udah menyimpang baik dari syariat maupun sains..,Wed Feb 18 21:55:39 +0000 2026,Lu mesti paham gmn sistem peredaran bulan bekerja   Cuman dari situ harusnya udah sadar klo khgt itu udah menyimpang baik dari syariat maupun sains,Negative
,0,@KabarMuh_ID Menurut saya masalah utama hanya penyatuan kalender hijriah ke masehi itu yang janggal dengan perhitungan KHGT. Seakan-akan mendahului standar waktu (UTC) global. Dan sebaiknya dgn perbedaan ini menjadikan ilmu baru bukan sebagai perpecahan yg perlu dibesarkan.,Wed Feb 18 21:49:39 +0000 2026,Menurut saya masalah utama hanya penyatuan kalender hijriah ke masehi itu yang janggal dengan perhitungan KHGT  Seakan akan mendahului standar waktu  UTC  global  Dan sebaiknya dgn perbedaan ini menjadikan ilmu baru bukan sebagai perpecahan yg perlu dibesarkan,Negative
,0,@onlym__e @0pinz @divemoodz @badgen1us_ Andai Rasulullah waktu itu tidak membatalkan puasanya maka saya akan mengikuti cara penentuan hilal lokal dan mengabaikan KHGT. Mungkin dr riwayat tersebut pula ada ide buat bikin KHGT.,Wed Feb 18 21:37:25 +0000 2026,Andai Rasulullah waktu itu tidak membatalkan puasanya maka saya akan mengikuti cara penentuan hilal lokal dan mengabaikan KHGT  Mungkin dr riwayat tersebut pula ada ide buat bikin KHGT,Neutral
